Unnamed: 0,adverse weather,capsized,coastal isolation,collision,discharge of contaminated water,disruption,drifting,drunken driving,engine damage,engine failure,exceeding capacity,explosion,fire,flooding,inspection,maritime safety threat,mechanical defects,minor contact,missing,nuclear,nuclear power plants,oil spill,overloading,overturning,prevention,radiation,rescue,safety measures,search and rescue operations,seizure,steering system damage,stranded,violating crew standards,war,injured,deaths,Overall Severity,Severity Level
Article 527,0,0,0,0,0.22185554,0,0,0,0.008302568,0,0,0,0,0,0.008290284,0.033049646,0,0,0,0.133440217,0.140123418,0,0,0,0,0,0,0.00642347,0,0,0.00696945,0,0,0,,,0.655618581,medium
Article 528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003119717,0,0,0,0,0,0,0,0,0,0,0,0.003086718,0,0,0,0,0,0,,,0.037463073,low
Article 529,0,0,0,0,0.052233658,0,0,0,0.009892095,0.01949388,0,0,0,0,0.005778973,0.02678566,0,0,0,0.053153265,0.04644735,0,0,0,0,0.006982183,0,0.020110657,0,0,0,0,0,0,,,0.431414475,medium
Article 530,0,0.03054568,0,0,0,0,0,0,0,0.009451312,0.021652789,0,0,0,0,0.003707291,0,0,0.017781037,0,0,0,0.01664274,0,0,0,0.004489957,0.003668077,0.002311722,0,0.01132176,0,0.019893961,0,,300,300.2688871,high
Article 531,0,0,0,0.023153638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008815743,0,,,0.087437794,low
Article 532,0,0,0,0.139227026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2.139227026,high
Article 533,0,0,0,0,0,0,0,0.122113171,0,0,0,0,0,0,0,0.003245059,0,0,0.023346093,0,0,0,0,0,0,0,0,0.003210734,0,0,0,0,0.008706771,0,,,0.265831468,medium
Article 534,0,0,0.003578082,0.011885154,0.004129177,0,0,0,0.019412297,0,0,0,0,0,0,0.040008611,0,0,0.012133932,0,0,0,0,0,0,0,0.00612797,0.013350012,0.003155078,0,0.016295324,0,0,0,145.6,,145.8810253,high
Article 535,0,0,0,0.070157671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018086602,0,0.009312161,0,0,0,0,0,,,0.097556435,low
Article 536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001547353,0,0,0,0,0,0,0,0,0.00712189,0,0,0.01120069,0,0,0,0,0,0,,,0.024581737,low
Article 537,0,0,0.01353009,0,0.011710492,0,0,0,0,0,0,0,0,0,0,0.010994408,0,0,0,0,0,0,0,0,0,0,0,0.001577546,0,0,0,0,0,0,,,0.194917792,medium
Article 538,0,0,0,0,0.030890861,0,0,0,0,0,0,0,0,0,0.012084236,0.006308796,0,0,0,0,0.050384853,0,0,0,0,0.007300116,0,0.006242064,0,0,0,0,0,0,,,0.163675195,medium
Article 539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028887769,0,0,0,0,0,0,0,0,0,0,0,0.01726953,0.014593373,0,0,0,0,0,,,0.246619948,medium
Article 540,0,0,0,0.125728716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023217205,0,0,0,0,0.016206391,0,0.008344106,0,0,0,0,0,,,0.217474626,medium
Article 541,0.006007123,0,0,0.013881432,0,0,0,0,0,0,0,0,0,0,0,0.0293425,0,0,0,0,0,0,0,0,0,0,0.007157248,0.017541375,0.003685018,0,0,0,0.005285352,0,,,0.324989355,medium
Article 542,0,0,0,0,0.00661363,0,0,0,0,0,0,0,0,0,0,0.005402769,0,0,0.077738831,0,0,0,0,0,0,0,0.049075316,0.013786356,0.060979313,0,0,0,0,0,,47,47.37005947,high
Article 543,0,0,0.002974365,0,0.190506992,0,0,0,0,0,0,0,0,0,0.005371018,0.004206057,0,0.008587237,0,0.049401016,0.048797412,0,0,0,0,0.006489289,0,0.00854231,0,0,0,0,0.006146671,0.062083819,,,0.4452223,medium
Article 544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014022015,0,0,0,0,0,0,0,0,0,0,0,0.019454637,0,0,0,0,0,0,,,0.144094052,medium
Article 545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,low
Article 546,0,0,0,0.022987328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093873974,0,0,0,0,0,0,0,0.011852236,0,0.006102304,0,0,0,0.035009679,0,,3,3.201988149,high
Article 547,0,0,0.001249441,0,0.097838531,0,0,0,0.004519093,0,0,0,0,0,0.004512407,0.00294473,0,0,0,0.332030149,0.219000424,0.003065532,0,0,0,0.002725956,0,0.004753801,0,0,0.003793476,0,0.002582032,0.008693183,,,0.717707721,medium
Article 548,0,0,0.011904209,0,0.003434423,0,0,0.029751947,0,0,0.030243236,0,0,0,0,0.046914533,0,0,0,0,0,0,0,0,0,0,0,0.002775952,0,0,0,0,0,0,,,0.251216361,medium
Article 549,0.007210584,0,0.005016301,0,0.040549027,0,0,0,0,0,0,0,0,0,0,0.014104836,0,0,0,0.041657697,0.059725742,0,0,0,0,0.054721312,0,0.009358042,0,0,0,0,0,0,,,0.409304656,medium
Article 550,0,0,0.030630499,0,0.007914023,0,0,0,0.021197473,0.017049892,0,0,0,0,0,0.028755345,0,0,0,0,0,0,0,0,0,0,0,0.00959504,0,0,0,0,0,0,,,0.301449676,medium
Article 551,0,0,0,0.087590473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.087590473,low
Article 552,0,0,0,0,0.024686806,0,0,0,0,0,0,0,0,0,0,0.018426664,0,0,0,0.040757001,0.03097103,0,0,0,0,0.021415265,0,0.013733563,0,0,0,0,0,0,,,0.302276277,medium
Article 553,0,0,0,0,0,0,0,0,0.015950468,0,0,0,0,0,0,0.024510661,0,0,0,0,0,0.210943936,0,0,0,0,0,0.012990372,0.010428116,0,0.01338935,0,0,0,,,0.501381821,medium
Article 554,0,0,0,0,0.16131762,0,0,0,0.020687614,0,0,0,0,0,0,0.058460725,0,0,0,0.118748101,0.138479228,0,0,0,0,0.024957892,0,0.021762066,0,0,0.017365867,0,0,0,,,0.654064042,medium
Article 555,0,0,0,0,0.007499642,0,0,0,0,0,0.010326784,0,0,0,0,0,0,0,0,0,0.009224004,0.071751313,0,0,0,0,0,0,0,0,0,0,0.003357477,0,,,0.117334591,low
Article 556,0,0,0,0,0,0,0,0,0.011266438,0,0,0,0,0,0,0.008707519,0,0,0,0,0,0,0,0,0,0,0,0.002905512,0,0,0.009457421,0,0,0,,,0.073311129,low
Article 557,0.019326481,0,0,0.022330092,0,0,0,0,0,0,0,0,0,0.059618807,0,0.021961073,0,0,0,0,0,0,0,0,0,0,0.0345401,0.009405863,0.017783494,0,0,0,0,0,,,0.435419907,medium
Article 558,0,0,0,0,0,0,0,0,0.015713498,0.012638933,0,0,0,0,0,0.014294117,0,0,0,0,0,0,0,0,0,0,0,0.009483623,0.006010502,0,0,0,0.025717402,0,,,0.122472045,low
Article 559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003331432,0,0,0,0,0,0,0,0,0,0,0.012104245,0.003296194,0.015153337,0,0,0,0,0,,1,1.113729772,high
Article 560,0,0,0,0.148563968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050557893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018855233,0,,,0.217977094,medium
Article 561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020635809,0.010773301,0,0,0,0,0.007208896,0,0,0,0,0,0,0.010659346,0,0,0,0,0,0,,,0.113514829,low
Article 562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213375,0,0,0,0,0,0,0,0,0,0,0,0.00211118,0,0,0,0,0,0,,,0.129788331,low
Article 563,0,0,0,0,0,0,0,0.004328655,0.04810604,0.038693423,0.004946151,0,0,0,0,0,0,0,0,0.006462214,0.006383255,0,0,0,0,0,0,0,0.003804599,0,0,0,0.003216217,0,,,0.128325118,low
Article 564,0,0,0,0,0.027628355,0,0,0,0.009933129,0,0,0,0,0,0,0.002589049,0,0,0,0.045613389,0.045056064,0,0,0,0,0,0,0.002561664,0,0,0.008338197,0,0.011350798,0,,,0.268441571,medium
Article 565,0,0,0.031710735,0,0,0,0,0,0,0,0,0,0,0,0,0.002989482,0,0,0,0,0,0,0,0,0,0,0,0.002957861,0,0,0,0,0,0,,,0.088458493,low
Article 566,0,0.027725942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002243375,0,0,0.01613963,0,0,0,0,0,0,0,0,0.002219646,0,0,0,0,0,0,,302,302.1712586,high
Article 567,0,0,0.008432325,0,0.029208142,0,0,0,0.005083133,0,0,0,0,0,0,0.005299632,0,0,0,0,0,0.006896299,0,0,0,0,0,0.013523179,0,0,0.00426695,0,0,0,,,0.155513926,medium
Article 568,0.015040869,0,0,0.03475687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070968786,0,0,0,0,0,0,0,0,0,0.013208153,0,0,0,0.01323367,0,,,0.171523316,medium
Article 569,0.002336455,0,0.003250877,0,0.008176075,0,0,0,0.010048483,0.008082357,0,0,0,0,0.005870335,0.00689561,0,0,0,0.006749198,0.006666734,0.003988049,0,0,0,0,0,0.006822671,0,0,0,0,0,0.011309242,,,0.201618143,medium
Article 570,0,0,0.007167016,0,0,0,0,0.019933873,0.03511445,0.043656441,0,0,0,0,0.012941979,0.043565153,0,0,0,0,0,0,0,0,0,0,0.024549051,0.023397949,0.012639451,0,0.010880023,0,0,0,,,0.412670217,medium
Article 571,0,0,0,0.03731592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038097009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,37.10151814,high
Article 572,0,0.033993444,0,0.038764636,0.013467728,0,0.023820377,0,0,0,0,0,0,0,0,0.021621056,0,0.014775886,0.079152098,0,0,0,0,0,0,0,0.04996749,0,0.040457686,0,0,0,0.02213944,0,,13,13.43366252,high
Article 573,0,0,0,0,0.008386434,0,0,0,0.002628449,0,0,0,0,0,0,0.006094367,0,0,0,0,0.002750585,0,0,0,0,0,0,0.002033559,0,0,0.002206407,0,0,0,,,0.057555427,low
Article 574,0,0,0,0.146902766,0,0,0,0,0.026659964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022379255,0,0,0,,,0.195941986,medium
Article 575,0,0,0,0,0.091218575,0,0,0,0,0,0,0,0,0,0,0.015082099,0,0,0,0.067208083,0.056176346,0,0,0,0,0,0,0.005032572,0,0,0,0,0,0,,,0.489595537,medium
Article 576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 577,0,0,0,0.117341298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119797461,0,0,0,0,0,0,0,0,0,0.028786203,0,0,0,0.014892558,0,,3,3.28081752,high
Article 578,0,0,0,0,0.049715196,0,0,0,0.008936968,0,0,0,0,0,0.017847491,0.016224744,0,0,0,0.061558458,0.069755188,0,0,0,0,0.032345135,0,0.018802254,0,0,0.007501986,0,0,0,,,0.412801127,medium
Article 579,0.0082577,0,0,0.019082129,0,0,0,0,0,0,0,0,0,0,0,0.013350993,0,0,0,0,0,0,0,0,0,0,0,0.002679253,0,0,0.024809065,0,0,0,,,0.097730691,low
Article 580,0,0,0,0,0.077215232,0,0,0,0,0,0.024595132,0,0,0,0,0.003647885,0,0,0,0.06426775,0.048836724,0,0,0,0,0.01688435,0,0.003609299,0,0,0,0,0,0,,,0.301045056,medium
Article 581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010719319,0,0,0,0,0,0,0,0.034184344,,,0.061054874,low
Article 582,0,0,0,0,0,0,0,0,0.01321501,0.010629309,0,0,0,0,0,0.004030484,0,0,0,0,0,0,0,0,0,0,0,0.003987851,0,0,0,0,0,0,,,0.068124762,low
Article 583,0,0,0.012300644,0.016565196,0,0,0,0,0,0,0,0,0,0,0,0.034933615,0,0,0,0,0,0,0,0,0.010819511,0,0.017081987,0.023626079,0.020986257,0,0,0,0,0,,,0.351848868,medium
Article 584,0,0,0.052814013,0,0.007198749,0,0,0,0,0.022488484,0,0,0,0,0,0.008821141,0,0,0,0,0,0,0,0,0.013533479,0,0,0.017915336,0,0,0,0,0,0,,,0.184633862,medium
Article 585,0,0,0,0.029964761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030899584,0,0.015909119,0,0,0.049791209,0.022818153,0,,,0.149382826,medium
Article 586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013824533,0,0,0,0,0,0,0,0,0,0,0,0.013678304,0,0,0,0,0,0,,4,4.156591656,high
Article 587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,high
Article 588,0,0.028025233,0,0.015979375,0.005551603,0,0,0,0,0,0,0,0,0,0,0.004535184,0,0,0.016313852,0,0,0,0,0,0,0,0,0.004487212,0,0,0,0,0,0,0.7,,0.867282498,high
Article 589,0,0,0.002065065,0,0,0,0,0,0,0,0,0.02107517,0,0,0,0.003825863,0,0,0,0,0.011724269,0,0,0,0,0,0,0,0.002441583,0,0,0,0,0,,1,1.069975255,high
